"CultureName","Name","FormatString"
"en-PK","LongDatePattern","dddd, d MMMM yyyy"
"en-PK","LongTimePattern","h:mm:ss tt"
"en-PK","MonthDayPattern","d MMMM"
"en-PK","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"en-PK","ShortDatePattern","dd/MM/yyyy"
"en-PK","ShortTimePattern","h:mm tt"
"en-PK","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"en-PK","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"en-PK","YearMonthPattern","MMMM yyyy"
"en-PN","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"en-PN","LongDatePattern","dddd, d MMMM yyyy"
"en-PN","LongTimePattern","HH:mm:ss"
"en-PN","MonthDayPattern","d MMMM"
"en-PN","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"en-PN","ShortDatePattern","dd/MM/yyyy"
"en-PN","ShortTimePattern","HH:mm"
"en-PN","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"en-PN","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"en-PN","YearMonthPattern","MMMM yyyy"
"en-PR","FullDateTimePattern","dddd, MMMM d, yyyy h:mm:ss tt"
"en-PR","LongDatePattern","dddd, MMMM d, yyyy"
"en-PR","LongTimePattern","h:mm:ss tt"
"en-PR","MonthDayPattern","MMMM d"
"en-PR","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"en-PR","ShortDatePattern","M/d/yyyy"
"en-PR","ShortTimePattern","h:mm tt"
"en-PR","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"en-PR","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"en-PR","YearMonthPattern","MMMM yyyy"
"en-PW","FullDateTimePattern","dddd, d MMMM yyyy h:mm:ss tt"
"en-PW","LongDatePattern","dddd, d MMMM yyyy"
"en-PW","LongTimePattern","h:mm:ss tt"
"en-PW","MonthDayPattern","d MMMM"
"en-PW","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"en-PW","ShortDatePattern","dd/MM/yyyy"
"en-PW","ShortTimePattern","h:mm tt"
"en-PW","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"en-PW","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"en-PW","YearMonthPattern","MMMM yyyy"
"en-RW","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"en-RW","LongDatePattern","dddd, d MMMM yyyy"
"en-RW","LongTimePattern","HH:mm:ss"
"en-RW","MonthDayPattern","d MMMM"
"en-RW","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"en-RW","ShortDatePattern","dd/MM/yyyy"
"en-RW","ShortTimePattern","HH:mm"
"en-RW","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"en-RW","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"en-RW","YearMonthPattern","MMMM yyyy"
"en-SB","FullDateTimePattern","dddd, d MMMM yyyy h:mm:ss tt"
"en-SB","LongDatePattern","dddd, d MMMM yyyy"
"en-SB","LongTimePattern","h:mm:ss tt"
"en-SB","MonthDayPattern","d MMMM"
"en-SB","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"en-SB","ShortDatePattern","dd/MM/yyyy"
"en-SB","ShortTimePattern","h:mm tt"
"en-SB","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"en-SB","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"en-SB","YearMonthPattern","MMMM yyyy"
"en-SC","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"en-SC","LongDatePattern","dddd, d MMMM yyyy"
"en-SC","LongTimePattern","HH:mm:ss"
"en-SC","MonthDayPattern","d MMMM"
"en-SC","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"en-SC","ShortDatePattern","dd/MM/yyyy"
"en-SC","ShortTimePattern","HH:mm"
"en-SC","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"en-SC","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"en-SC","YearMonthPattern","MMMM yyyy"
"en-SD","FullDateTimePattern","dddd, d MMMM yyyy h:mm:ss tt"
"en-SD","LongDatePattern","dddd, d MMMM yyyy"
"en-SD","LongTimePattern","h:mm:ss tt"
"en-SD","MonthDayPattern","d MMMM"
"en-SD","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"en-SD","ShortDatePattern","dd/MM/yyyy"
"en-SD","ShortTimePattern","h:mm tt"
"en-SD","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"en-SD","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"en-SD","YearMonthPattern","MMMM yyyy"
"en-SE","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"en-SE","LongDatePattern","dddd, d MMMM yyyy"
"en-SE","LongTimePattern","HH:mm:ss"
"en-SE","MonthDayPattern","d MMMM"
"en-SE","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"en-SE","ShortDatePattern","yyyy-MM-dd"
"en-SE","ShortTimePattern","HH:mm"
"en-SE","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"en-SE","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"en-SE","YearMonthPattern","MMMM yyyy"
"en-SG","FullDateTimePattern","dddd, d MMMM yyyy h:mm:ss tt"
"en-SG","LongDatePattern","dddd, d MMMM yyyy"
"en-SG","LongTimePattern","h:mm:ss tt"
"en-SG","MonthDayPattern","d MMMM"
"en-SG","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"en-SG","ShortDatePattern","d/M/yyyy"
"en-SG","ShortTimePattern","h:mm tt"
"en-SG","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"en-SG","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"en-SG","YearMonthPattern","MMMM yyyy"
"en-SH","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"en-SH","LongDatePattern","dddd, d MMMM yyyy"
"en-SH","LongTimePattern","HH:mm:ss"
"en-SH","MonthDayPattern","d MMMM"
"en-SH","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"en-SH","ShortDatePattern","dd/MM/yyyy"
"en-SH","ShortTimePattern","HH:mm"
"en-SH","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"en-SH","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"en-SH","YearMonthPattern","MMMM yyyy"
"en-SI","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"en-SI","LongDatePattern","dddd, d MMMM yyyy"
"en-SI","LongTimePattern","HH:mm:ss"
"en-SI","MonthDayPattern","d MMMM"
"en-SI","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"en-SI","ShortDatePattern","dd/MM/yyyy"
"en-SI","ShortTimePattern","HH:mm"
"en-SI","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"en-SI","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"en-SI","YearMonthPattern","MMMM yyyy"
"en-SL","FullDateTimePattern","dddd, d MMMM yyyy h:mm:ss tt"
"en-SL","LongDatePattern","dddd, d MMMM yyyy"
"en-SL","LongTimePattern","h:mm:ss tt"
"en-SL","MonthDayPattern","d MMMM"
"en-SL","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"en-SL","ShortDatePattern","dd/MM/yyyy"
"en-SL","ShortTimePattern","h:mm tt"
"en-SL","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"en-SL","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"en-SL","YearMonthPattern","MMMM yyyy"
"en-SS","FullDateTimePattern","dddd, d MMMM yyyy h:mm:ss tt"
"en-SS","LongDatePattern","dddd, d MMMM yyyy"
"en-SS","LongTimePattern","h:mm:ss tt"
"en-SS","MonthDayPattern","d MMMM"
"en-SS","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"en-SS","ShortDatePattern","dd/MM/yyyy"
"en-SS","ShortTimePattern","h:mm tt"
"en-SS","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"en-SS","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"en-SS","YearMonthPattern","MMMM yyyy"
"en-SX","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"en-SX","LongDatePattern","dddd, d MMMM yyyy"
"en-SX","LongTimePattern","HH:mm:ss"
"en-SX","MonthDayPattern","d MMMM"
"en-SX","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"en-SX","ShortDatePattern","dd/MM/yyyy"
"en-SX","ShortTimePattern","HH:mm"
"en-SX","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"en-SX","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"en-SX","YearMonthPattern","MMMM yyyy"
"en-SZ","FullDateTimePattern","dddd, d MMMM yyyy h:mm:ss tt"
"en-SZ","LongDatePattern","dddd, d MMMM yyyy"
"en-SZ","LongTimePattern","h:mm:ss tt"
"en-SZ","MonthDayPattern","d MMMM"
"en-SZ","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"en-SZ","ShortDatePattern","dd/MM/yyyy"
"en-SZ","ShortTimePattern","h:mm tt"
"en-SZ","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"en-SZ","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"en-SZ","YearMonthPattern","MMMM yyyy"
"en-TC","FullDateTimePattern","dddd, d MMMM yyyy h:mm:ss tt"
"en-TC","LongDatePattern","dddd, d MMMM yyyy"
"en-TC","LongTimePattern","h:mm:ss tt"
"en-TC","MonthDayPattern","d MMMM"
"en-TC","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"en-TC","ShortDatePattern","dd/MM/yyyy"
"en-TC","ShortTimePattern","h:mm tt"
"en-TC","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"en-TC","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"en-TC","YearMonthPattern","MMMM yyyy"
"en-TK","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"en-TK","LongDatePattern","dddd, d MMMM yyyy"
"en-TK","LongTimePattern","HH:mm:ss"
"en-TK","MonthDayPattern","d MMMM"
"en-TK","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"en-TK","ShortDatePattern","dd/MM/yyyy"
"en-TK","ShortTimePattern","HH:mm"
"en-TK","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"en-TK","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"en-TK","YearMonthPattern","MMMM yyyy"
"en-TO","FullDateTimePattern","dddd, d MMMM yyyy h:mm:ss tt"
"en-TO","LongDatePattern","dddd, d MMMM yyyy"
"en-TO","LongTimePattern","h:mm:ss tt"
"en-TO","MonthDayPattern","d MMMM"
"en-TO","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"en-TO","ShortDatePattern","dd/MM/yyyy"
"en-TO","ShortTimePattern","h:mm tt"
"en-TO","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"en-TO","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"en-TO","YearMonthPattern","MMMM yyyy"
"en-TT","FullDateTimePattern","dddd, d MMMM yyyy h:mm:ss tt"
"en-TT","LongDatePattern","dddd, d MMMM yyyy"
"en-TT","LongTimePattern","h:mm:ss tt"
"en-TT","MonthDayPattern","d MMMM"
"en-TT","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"en-TT","ShortDatePattern","dd/MM/yyyy"
"en-TT","ShortTimePattern","h:mm tt"
"en-TT","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"en-TT","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"en-TT","YearMonthPattern","MMMM yyyy"
"en-TV","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"en-TV","LongDatePattern","dddd, d MMMM yyyy"
"en-TV","LongTimePattern","HH:mm:ss"
"en-TV","MonthDayPattern","d MMMM"
"en-TV","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"en-TV","ShortDatePattern","dd/MM/yyyy"
"en-TV","ShortTimePattern","HH:mm"
"en-TV","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"en-TV","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"en-TV","YearMonthPattern","MMMM yyyy"
"en-TZ","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"en-TZ","LongDatePattern","dddd, d MMMM yyyy"
"en-TZ","LongTimePattern","HH:mm:ss"
"en-TZ","MonthDayPattern","d MMMM"
"en-TZ","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"en-TZ","ShortDatePattern","dd/MM/yyyy"
"en-TZ","ShortTimePattern","HH:mm"
"en-TZ","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"en-TZ","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"en-TZ","YearMonthPattern","MMMM yyyy"
"en-UG","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"en-UG","LongDatePattern","dddd, d MMMM yyyy"
"en-UG","LongTimePattern","HH:mm:ss"
"en-UG","MonthDayPattern","d MMMM"
"en-UG","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"en-UG","ShortDatePattern","dd/MM/yyyy"
"en-UG","ShortTimePattern","HH:mm"
"en-UG","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"en-UG","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"en-UG","YearMonthPattern","MMMM yyyy"
"en-UM","FullDateTimePattern","dddd, MMMM d, yyyy h:mm:ss tt"
"en-UM","LongDatePattern","dddd, MMMM d, yyyy"
"en-UM","LongTimePattern","h:mm:ss tt"
"en-UM","MonthDayPattern","MMMM d"
"en-UM","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"en-UM","ShortDatePattern","M/d/yyyy"
"en-UM","ShortTimePattern","h:mm tt"
"en-UM","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"en-UM","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"en-UM","YearMonthPattern","MMMM yyyy"
"en-US","FullDateTimePattern","dddd, MMMM d, yyyy h:mm:ss tt"
"en-US","LongDatePattern","dddd, MMMM d, yyyy"
"en-US","LongTimePattern","h:mm:ss tt"
"en-US","MonthDayPattern","MMMM d"
"en-US","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"en-US","ShortDatePattern","yyyy-MM-dd"
"en-US","ShortTimePattern","h:mm tt"
"en-US","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"en-US","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"en-US","YearMonthPattern","MMMM yyyy"
"en-US-POSIX","FullDateTimePattern","dddd, MMMM d, yyyy h:mm:ss tt"
"en-US-POSIX","LongDatePattern","dddd, MMMM d, yyyy"
"en-US-POSIX","LongTimePattern","h:mm:ss tt"
"en-US-POSIX","MonthDayPattern","MMMM d"
"en-US-POSIX","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"en-US-POSIX","ShortDatePattern","M/d/yyyy"
"en-US-POSIX","ShortTimePattern","h:mm tt"
"en-US-POSIX","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"en-US-POSIX","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"en-US-POSIX","YearMonthPattern","MMMM yyyy"
"en-VC","FullDateTimePattern","dddd, d MMMM yyyy h:mm:ss tt"
"en-VC","LongDatePattern","dddd, d MMMM yyyy"
"en-VC","LongTimePattern","h:mm:ss tt"
"en-VC","MonthDayPattern","d MMMM"
"en-VC","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"en-VC","ShortDatePattern","dd/MM/yyyy"
"en-VC","ShortTimePattern","h:mm tt"
"en-VC","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"en-VC","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"en-VC","YearMonthPattern","MMMM yyyy"
"en-VG","FullDateTimePattern","dddd, d MMMM yyyy h:mm:ss tt"
"en-VG","LongDatePattern","dddd, d MMMM yyyy"
"en-VG","LongTimePattern","h:mm:ss tt"
"en-VG","MonthDayPattern","d MMMM"
"en-VG","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"en-VG","ShortDatePattern","dd/MM/yyyy"
"en-VG","ShortTimePattern","h:mm tt"
"en-VG","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"en-VG","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"en-VG","YearMonthPattern","MMMM yyyy"
"en-VI","FullDateTimePattern","dddd, MMMM d, yyyy h:mm:ss tt"
"en-VI","LongDatePattern","dddd, MMMM d, yyyy"
"en-VI","LongTimePattern","h:mm:ss tt"
"en-VI","MonthDayPattern","MMMM d"
"en-VI","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"en-VI","ShortDatePattern","M/d/yyyy"
"en-VI","ShortTimePattern","h:mm tt"
"en-VI","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"en-VI","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"en-VI","YearMonthPattern","MMMM yyyy"
"en-VU","FullDateTimePattern","dddd, d MMMM yyyy h:mm:ss tt"
"en-VU","LongDatePattern","dddd, d MMMM yyyy"
"en-VU","LongTimePattern","h:mm:ss tt"
"en-VU","MonthDayPattern","d MMMM"
"en-VU","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"en-VU","ShortDatePattern","dd/MM/yyyy"
"en-VU","ShortTimePattern","h:mm tt"
"en-VU","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"en-VU","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"en-VU","YearMonthPattern","MMMM yyyy"
"en-WS","FullDateTimePattern","dddd, d MMMM yyyy h:mm:ss tt"
"en-WS","LongDatePattern","dddd, d MMMM yyyy"
"en-WS","LongTimePattern","h:mm:ss tt"
"en-WS","MonthDayPattern","d MMMM"
"en-WS","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"en-WS","ShortDatePattern","dd/MM/yyyy"
"en-WS","ShortTimePattern","h:mm tt"
"en-WS","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"en-WS","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"en-WS","YearMonthPattern","MMMM yyyy"
"en-ZA","FullDateTimePattern","dddd, dd MMMM yyyy HH:mm:ss"
"en-ZA","LongDatePattern","dddd, dd MMMM yyyy"
"en-ZA","LongTimePattern","HH:mm:ss"
"en-ZA","MonthDayPattern","d MMMM"
"en-ZA","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"en-ZA","ShortDatePattern","yyyy/MM/dd"
"en-ZA","ShortTimePattern","HH:mm"
"en-ZA","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"en-ZA","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"en-ZA","YearMonthPattern","MMMM yyyy"
"en-ZM","FullDateTimePattern","dddd, d MMMM yyyy h:mm:ss tt"
"en-ZM","LongDatePattern","dddd, d MMMM yyyy"
"en-ZM","LongTimePattern","h:mm:ss tt"
"en-ZM","MonthDayPattern","d MMMM"
"en-ZM","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"en-ZM","ShortDatePattern","dd/MM/yyyy"
"en-ZM","ShortTimePattern","h:mm tt"
"en-ZM","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"en-ZM","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"en-ZM","YearMonthPattern","MMMM yyyy"
"en-ZW","FullDateTimePattern","dddd, dd MMMM yyyy HH:mm:ss"
"en-ZW","LongDatePattern","dddd, dd MMMM yyyy"
"en-ZW","LongTimePattern","HH:mm:ss"
"en-ZW","MonthDayPattern","d MMMM"
"en-ZW","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"en-ZW","ShortDatePattern","d/M/yyyy"
"en-ZW","ShortTimePattern","HH:mm"
"en-ZW","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"en-ZW","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"en-ZW","YearMonthPattern","MMMM yyyy"
"eo","FullDateTimePattern","dddd, d-'a' 'de' MMMM yyyy HH:mm:ss"
"eo","LongDatePattern","dddd, d-'a' 'de' MMMM yyyy"
"eo","LongTimePattern","HH:mm:ss"
"eo","MonthDayPattern","MMMM d"
"eo","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"eo","ShortDatePattern","yyyy-MM-dd"
"eo","ShortTimePattern","HH:mm"
"eo","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"eo","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"eo","YearMonthPattern","yyyy MMMM"
"eo-001","FullDateTimePattern","dddd, d-'a' 'de' MMMM yyyy HH:mm:ss"
"eo-001","LongDatePattern","dddd, d-'a' 'de' MMMM yyyy"
"eo-001","LongTimePattern","HH:mm:ss"
"eo-001","MonthDayPattern","MMMM d"
"eo-001","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"eo-001","ShortDatePattern","yyyy-MM-dd"
"eo-001","ShortTimePattern","HH:mm"
"eo-001","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"eo-001","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"eo-001","YearMonthPattern","yyyy MMMM"
"es","FullDateTimePattern","dddd, d 'de' MMMM 'de' yyyy H:mm:ss"
"es","LongDatePattern","dddd, d 'de' MMMM 'de' yyyy"
"es","LongTimePattern","H:mm:ss"
"es","MonthDayPattern","d 'de' MMMM"
"es","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"es","ShortDatePattern","d/M/yyyy"
"es","ShortTimePattern","H:mm"
"es","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"es","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"es","YearMonthPattern","MMMM 'de' yyyy"
"es-419","FullDateTimePattern","dddd, d 'de' MMMM 'de' yyyy HH:mm:ss"
"es-419","LongDatePattern","dddd, d 'de' MMMM 'de' yyyy"
"es-419","LongTimePattern","HH:mm:ss"
"es-419","MonthDayPattern","d 'de' MMMM"
"es-419","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"es-419","ShortDatePattern","d/M/yyyy"
"es-419","ShortTimePattern","HH:mm"
"es-419","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"es-419","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"es-419","YearMonthPattern","MMMM 'de' yyyy"
"es-AR","FullDateTimePattern","dddd, d 'de' MMMM 'de' yyyy HH:mm:ss"
"es-AR","LongDatePattern","dddd, d 'de' MMMM 'de' yyyy"
"es-AR","LongTimePattern","HH:mm:ss"
"es-AR","MonthDayPattern","d 'de' MMMM"
"es-AR","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"es-AR","ShortDatePattern","d/M/yyyy"
"es-AR","ShortTimePattern","HH:mm"
"es-AR","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"es-AR","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"es-AR","YearMonthPattern","MMMM 'de' yyyy"
"es-BO","FullDateTimePattern","dddd, d 'de' MMMM 'de' yyyy HH:mm:ss"
"es-BO","LongDatePattern","dddd, d 'de' MMMM 'de' yyyy"
"es-BO","LongTimePattern","HH:mm:ss"
"es-BO","MonthDayPattern","d 'de' MMMM"
"es-BO","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"es-BO","ShortDatePattern","d/M/yyyy"
"es-BO","ShortTimePattern","HH:mm"
"es-BO","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"es-BO","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"es-BO","YearMonthPattern","MMMM 'de' yyyy"
"es-BR","FullDateTimePattern","dddd, d 'de' MMMM 'de' yyyy HH:mm:ss"
"es-BR","LongDatePattern","dddd, d 'de' MMMM 'de' yyyy"
"es-BR","LongTimePattern","HH:mm:ss"
"es-BR","MonthDayPattern","d 'de' MMMM"
"es-BR","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"es-BR","ShortDatePattern","d/M/yyyy"
"es-BR","ShortTimePattern","HH:mm"
"es-BR","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"es-BR","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"es-BR","YearMonthPattern","MMMM 'de' yyyy"
"es-BZ","FullDateTimePattern","dddd, d 'de' MMMM 'de' yyyy HH:mm:ss"
"es-BZ","LongDatePattern","dddd, d 'de' MMMM 'de' yyyy"
"es-BZ","LongTimePattern","HH:mm:ss"
"es-BZ","MonthDayPattern","d 'de' MMMM"
"es-BZ","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
